date,water_area_uncorrected,non_water_area,cloud_area,unfiltered_area,cloud_percent,QUALITY_DESCRIPTION,sat,filtered_area,corrected_areas_1,corrected_trend_1,sar_trend,days_passed,area
2019-01-06,192.61302495059635,192.12153668394004,1.5531966204819678,192.95937858221865,0.40208279638429106,0.0,s2,192.95937858221865,190.8238213628035,15.870460271127953,-0.07823958169934712,5.0,190.8238213628035
2019-01-11,85.7310429546863,226.1201365829609,74.71189413286835,,19.327219597945493,0.0,s2,,,,-0.09779947712418106,5.0,190.3348239771826
2019-01-16,190.78081528129107,194.30545063521504,1.448011350414276,190.8238213628035,0.37461395678871573,0.0,s2,190.8238213628035,190.8238213628035,-0.2135557219415148,-0.02177052287581773,5.0,190.8238213628035
2019-01-21,189.3212123857551,195.6227052474973,1.5704002086800932,189.47602932053903,0.40629806871017865,0.0,s2,189.47602932053903,189.47602932053903,-0.2695584084528946,0.09227290849672158,5.0,189.47602932053903
2019-01-26,171.92732545794723,213.14499311881937,1.4807738245224356,,0.3830712659220464,0.0,s2,,,,0.09227290849672727,5.0,189.93739386302266
2019-01-31,174.52051822403,210.54482514094573,1.482755251157105,,0.38358880989596483,0.0,s2,,,,-0.36452258169934454,5.0,188.11478095452594
2019-02-05,145.77298534124708,194.53054252049267,46.25992966604495,187.9483690187373,11.966969139269962,0.0,s2,187.9483690187373,187.9483690187373,-0.10184402012011447,-0.36452258169934454,5.0,187.9483690187373
2019-02-10,186.234443536336,198.35171278321133,1.9769168246923088,186.6106133677264,0.511408606262465,0.0,s2,186.6106133677264,186.6106133677264,-0.2675511302021846,-0.24768211111110644,5.0,186.6106133677264
2019-02-11,149.3157662464183,231.56314993170565,5.6845413496603365,,1.4705325190371257,0.0,l8,,,,-0.16978846405228865,1.0,186.4408249036741
2019-02-15,183.26043288524303,201.70401417887007,1.59862608357501,183.3891429767042,0.4135485758010434,0.0,s2,183.3891429767042,183.3891429767042,-0.6442940782044388,-0.16978846405228154,4.0,183.3891429767042
2019-02-20,60.10684941330698,323.0887473875392,3.366324634622812,,0.8708371021445196,0.0,s2,,,,-0.16415681045751285,5.0,182.56835892441663
2019-02-25,177.9298179846882,195.2564351866721,13.377204356424151,182.14048783963813,3.4605455057692973,0.0,s2,182.14048783963813,182.14048783963813,-0.12486551370660663,-0.14163019607843239,5.0,182.14048783963813
2019-02-27,157.25272828422206,220.0777678268975,9.23296141666484,,2.3884723806313786,0.0,l8,,,,-0.14163019607843808,2.0,181.85722744748125
2019-03-02,179.9370281862014,203.98154745944285,2.644881882140219,181.00553650233297,0.6842038042227818,0.0,s2,181.00553650233297,181.00553650233297,-0.22699026746103074,-0.1416301960784286,3.0,181.00553650233297
2019-03-07,0.0,0.0,343.6202564314329,,100.0,0.0,s2,,,,-0.016553777777778576,5.0,180.92276761344408
2019-03-12,56.97913337818687,326.8784108671609,2.6993830705837607,,0.6983144990640837,0.0,s2,,,,0.014715326797391981,5.0,180.99634424743104
2019-03-15,116.54803890677157,166.06639961265884,103.82980304137472,,26.867990740919765,0.0,l8,,,,0.014715326797386297,3.0,181.0404902278232
2019-03-17,127.61497715584764,181.4799125727484,77.46856779918926,,20.04032359774229,0.0,s2,,,,-0.308027091503277,2.0,180.42443604481664
2019-03-22,113.4609866430434,143.27649660263185,129.8252053985949,180.7470107665785,33.584515322446194,0.0,s2,180.7470107665785,180.7470107665785,-0.01292628678772303,-0.30802709150327134,5.0,180.7470107665785
2019-03-27,173.50855889354102,210.3842205192416,2.669909990429044,,0.6906796914495137,0.0,s2,,,,-0.308027091503277,5.0,179.20687530906213
2019-03-31,0.0,0.0,386.563457527785,173.47585304318753,100.52007021490218,1.0,l8,173.47585304318753,173.47585304318753,-0.8079064137101094,-1.7205746732026128,4.0,173.47585304318753
2019-04-01,55.85594442360672,164.39310029152654,166.31441281265143,,43.0238320704945,0.0,s2,,,,-1.7205746732026057,1.0,171.75527836998492
2019-04-06,86.61049534782117,63.65599497831209,236.296967201652,176.6234883209657,61.1276008117419,0.0,s2,176.6234883209657,176.6234883209657,0.5246058796296941,-1.7205746732026115,5.0,176.6234883209657
2019-04-11,56.1842371977016,298.748635301708,31.630200706323325,,8.182416505543818,0.0,s2,,,,0.08561705228758001,5.0,177.0515735824036
2019-04-16,102.56791881012391,145.59942403805047,138.3961146796103,173.58176825128604,35.80165480842506,0.0,s2,173.58176825128604,173.58176825128604,-0.30417200696796554,1.2897448692810485,5.0,173.58176825128604
2019-04-21,166.2501899447354,209.5162102012436,10.797057381805478,170.8833819761075,2.7930879578883716,0.0,s2,170.8833819761075,170.8833819761075,-0.5396772550357071,0.9530470849673179,5.0,170.8833819761075
2019-04-26,47.80779634561696,84.08143421905275,254.6742269631154,179.2842583631035,65.8816093460697,0.0,s2,179.2842583631035,179.2842583631035,1.6801752773992007,-0.3937440522875818,5.0,179.2842583631035
2019-05-01,51.33097167196703,319.61636501894844,15.614201591691137,,4.039253791533689,0.0,s2,,,,-0.3937440522875818,5.0,177.3155381016656
2019-05-02,106.45327136236573,176.6234263149728,103.48330088474846,174.03514463781738,26.77030765461563,0.0,l8,174.03514463781738,174.03514463781738,-0.8748522875476871,-0.39374405228758746,1.0,174.03514463781738
