date,water_area_uncorrected,non_water_area,cloud_area,unfiltered_area,cloud_percent,QUALITY_DESCRIPTION,sat,filtered_area,corrected_areas_1,corrected_trend_1,sar_trend,days_passed,area
2019-05-31,0.0,0.0,3.896246474945476,0.7585416199185241,100.0,0.0,s2,0.7585416199185241,0.7585416199185241,0.0004372735360657942,0.000983333333333336,5.0,0.7585416199185241
2019-06-01,0.0,0.0,4.440962609098954,,100.0,2.0,l8,,,,0.000983333333333336,1.0,0.7595249532518574
2019-06-05,0.0,0.0,3.896246474945476,0.8118386160875507,100.0,0.0,s2,0.8118386160875507,0.8118386160875507,0.010659399233805322,0.000983333333333336,4.0,0.8118386160875507
2019-06-10,0.8492219194770364,3.287240417561369,0.3045002720605474,,6.856627692308557,0.0,s2,,,,0.0021766666666666714,5.0,0.8227219494208841
2019-06-15,0.5343284823386996,1.2785615996906354,2.628072527069619,,59.17799266503709,0.0,s2,,,,0.002474999999999983,5.0,0.835096949420884
2019-06-17,0.565026673461914,3.8580433790884,0.017892556548641,,0.40289815798001716,0.0,l8,,,,0.002475000000000005,2.0,0.840046949420884
2019-06-20,0.1803687185106464,2.9922256689652977,1.2683682216230103,,28.560659777325956,0.0,s2,,,,-0.001891666666666662,3.0,0.834371949420884
2019-06-25,0.0,0.0,3.896246474945476,0.7818393479943369,100.0,0.0,s2,0.7818393479943369,0.7818393479943369,-0.0014999634046606925,-0.004075000000000007,5.0,0.7818393479943369
2019-06-30,0.6722485094299316,3.7505521284235934,0.0181619712454238,,0.40896474129758054,0.0,s2,,,,-0.004074999999999984,5.0,0.7614643479943369
2019-07-03,0.0,0.0,4.440962609098954,,100.0,2.0,l8,,,,-0.0003875000000000221,3.0,0.7603018479943369
2019-07-05,0.2643189310913086,4.110259788734108,0.0663838892735336,,1.4948085610430881,0.0,s2,,,,-0.0003874999999999851,2.0,0.7595268479943369
2019-07-10,0.2243476999404009,3.5345161280140585,0.6820987811444937,,15.359255215231089,0.0,s2,,,,0.0004991666666666506,5.0,0.7620226813276701
