date,water_area_uncorrected,non_water_area,cloud_area,unfiltered_area,cloud_percent,QUALITY_DESCRIPTION,sat,filtered_area,corrected_areas_1,corrected_trend_1,sar_trend,days_passed,area
2019-01-19,10.795402244917806,13.069149417857227,2.0876306241066938,12.76231909654134,8.044142881818251,0.0,s2,12.76231909654134,11.21530158204298,,0.0,5.0,11.21530158204298
2019-01-24,10.625222000291412,15.222565985353851,0.1043943012364543,,0.4022563500920823,0.0,s2,,,,-0.03789954248365994,5.0,11.02580386962468
2019-01-29,13.27262637082974,12.56080186748311,0.1187540485688597,,0.45758791016540995,0.0,s2,,,,-0.03789954248365994,5.0,10.83630615720638
2019-02-03,11.119925554363537,14.634225581998717,0.1980311505194716,11.21530158204298,0.7630616505786957,0.0,s2,11.21530158204298,11.21530158204298,-0.10313450096655738,-0.02609542483660121,5.0,11.21530158204298
2019-02-08,10.089365217277138,15.749805440602875,0.1130116290017068,,0.43546098648833786,0.0,s2,,,,-0.01822601307189551,5.0,11.124171516683502
2019-02-13,10.993549252645217,14.80860196362354,0.1500310706129595,11.02805830779048,0.5781057984044643,0.0,s2,11.02805830779048,11.02805830779048,-0.018724327425249855,-0.018190405228758165,5.0,11.02805830779048
2019-02-18,11.83604213672964,13.128029328373708,0.988110821778383,,3.80742864263038,0.0,s2,,,,-0.018047973856209508,5.0,10.937818438509433
2019-02-23,9.260325863839782,11.635197644870177,5.056658778171755,11.759004349353866,19.48452242772582,0.0,s2,11.759004349353866,11.759004349353866,0.0730946041563385,-0.018047973856209865,5.0,11.759004349353866
2019-02-28,10.430676060684624,14.732439105621358,0.7890671205757521,,3.040465390745226,0.0,s2,,,,-0.006439555555555287,5.0,11.72680657157609
2019-03-05,9.123466527842442,13.595335027803689,3.2333807312356084,,12.458993604056223,0.0,s2,,,,-0.0035374509803915545,5.0,11.709119316674132
2019-03-10,11.845908956943768,14.003618330633085,0.102654999304872,11.846296693577068,0.3955544014376082,0.0,s2,11.846296693577068,11.846296693577068,0.005819489614880169,-0.023163882352940847,5.0,11.846296693577068
2019-03-15,3.712513700096938,15.212756758089446,7.026911828695349,10.6178688032351,27.076381288548912,0.0,s2,10.6178688032351,10.6178688032351,-0.2456855780683938,-0.052603529411764424,5.0,10.6178688032351
2019-03-20,11.038260248717425,13.250187584998177,1.6637344531661382,,6.41076898572464,0.0,s2,,,,-0.052603529411764424,5.0,10.354851156176277
2019-03-25,0.0,0.0,,10.87400346191508,100.0,0.0,s2,10.87400346191508,10.87400346191508,0.02561346586799811,0.018685098039215475,5.0,10.87400346191508
